,World Less US,,,3412015327.00,3484302119.00,3558425925.00,3631588427.00,3704409223.00,3776210203.00,3845865637.00,3914219807.00,3983254663.00,4052040360.00,4123244568.00,4191829881.00,4271906621.00,4349154414.00,4427441082.00,4503705712.00,4582911543.00,4664196337.00,4748096596.00,4832898037.00,4917231836.00,5001615867.00,5080698240.00,5161614317.00,5239867290.00,5316310867.00,5392969027.00,5469377266.00,5544024277.00,5617572217.00,5690794355.00,5763630325.00,5836613537.00,5909904288.00,5983186755.00,6056756003.00,6130509234.00,6205009240.00,6279961298.00,6355278761.00,6430784147.00,6505289686.00,6579595697.00,6654550725.00,6729920089.00,6804322228.00
,North America,,,222833073.00,225733986.00,228853400.00,231568500.00,233916500.00,236216700.00,238674200.00,241080500.00,243556400.00,246131300.00,248843900.00,251817981.00,254365714.00,256866358.00,259248294.00,261526702.00,263865395.00,266336687.00,268838618.00,271393782.00,274198530.00,277971600.00,281647900.00,285466892.00,289235336.00,292785810.00,296278529.00,299740324.00,303263602.00,306705660.00,310148257.00,313497561.00,316601736.00,319595962.00,322515309.00,325396763.00,328379378.00,331474679.00,334631961.00,337755696.00,340727208.00,343567742.00,346202589.00,348799083.00,351407211.00,354007841.00
,,,Canada,21448073.00,21749986.00,22026400.00,22284500.00,22559500.00,22874700.00,23209200.00,23517500.00,23796400.00,24036300.00,24276900.00,24593300.00,24900000.00,25201900.00,25456300.00,25701800.00,25941600.00,26203800.00,26549700.00,26894800.00,27379300.00,27790600.00,28117900.00,28544892.00,28953336.00,29330810.00,29690529.00,30026324.00,30305602.00,30551660.00,30820257.00,31099561.00,31376736.00,31640962.00,31889309.00,32134763.00,32386378.00,32656679.00,32935961.00,33212696.00,33487208.00,33759742.00,34030589.00,34300083.00,34568211.00,34834841.00
,,,United States,201385000.00,203984000.00,206827000.00,209284000.00,211357000.00,213342000.00,215465000.00,217563000.00,219760000.00,222095000.00,224567000.00,227224681.00,229465714.00,231664458.00,233791994.00,235824902.00,237923795.00,240132887.00,242288918.00,244498982.00,246819230.00,250181000.00,253530000.00,256922000.00,260282000.00,263455000.00,266588000.00,269714000.00,272958000.00,276154000.00,279328000.00,282398000.00,285225000.00,287955000.00,290626000.00,293262000.00,295993000.00,298818000.00,301696000.00,304543000.00,307240000.00,309808000.00,312172000.00,314499000.00,316839000.00,319173000.00
,Latin America,,,276931152.00,284162430.00,291350844.00,298638371.00,305947278.00,312887631.00,320258073.00,327653520.00,335174628.00,342760655.00,350531912.00,358224898.00,366094573.00,374115801.00,382326383.00,390583570.00,398820911.00,407060220.00,415413106.00,423761947.00,431967975.00,440159980.00,448188162.00,456148362.00,464134246.00,472199716.00,480121471.00,487881279.00,495543352.00,503078721.00,510280408.00,517262025.00,524188074.00,531062284.00,538019938.00,545025469.00,551912527.00,558635365.00,565305743.00,571991667.00,578674261.00,585066434.00,591589460.00,598021012.00,604324457.00,610522143.00
,,,Mexico,51110928.00,52775158.00,54406901.00,55984294.00,57557303.00,59122839.00,60678045.00,62219964.00,63759976.00,65295990.00,66825878.00,68347479.00,69930971.00,71567658.00,73257049.00,74943413.00,76600787.00,78248289.00,79903511.00,81540513.00,83105466.00,84634242.00,86192159.00,87804312.00,89435486.00,91026615.00,92583839.00,94125591.00,95658972.00,97132683.00,98468947.00,99775434.00,101125485.00,102470489.00,103843015.00,105230503.00,106576363.00,107916378.00,109338805.00,110845404.00,112426381.00,114061440.00,115701117.00,117299155.00,118818228.00,120286655.00
,,Caribbean and Central America,,40227487.00,41072801.00,41937617.00,42927692.00,43885382.00,44425895.00,45394130.00,46420168.00,47422691.00,48384959.00,49366549.00,50173611.00,51033862.00,51903197.00,52887683.00,53896025.00,54933084.00,56017878.00,57200255.00,58384120.00,59491344.00,60670227.00,61877875.00,62977627.00,64054672.00,65235860.00,66422883.00,67593204.00,68719661.00,69823956.00,70896903.00,71933044.00,72923697.00,73896060.00,74866753.00,75815544.00,76752221.00,77667480.00,78561679.00,79458273.00,80352118.00,80984581.00,81809117.00,82633338.00,83462665.00,84297120.00
,,,Antigua and Barbuda,64475.00,65624.00,66354.00,67016.00,67532.00,67836.00,68041.00,68361.00,68637.00,68608.00,68519.00,68546.00,68264.00,68008.00,65620.00,64470.00,64398.00,64402.00,64418.00,64427.00,64385.00,64162.00,64025.00,65181.00,66331.00,67485.00,68710.00,70055.00,71453.00,72781.00,74016.00,75351.00,76734.00,77935.00,79066.00,80193.00,81277.00,82343.00,83425.00,84522.00,85632.00,86754.00,87884.00,89018.00,90156.00,91295.00
,,,Bahamas,164012.00,170323.00,174220.00,178332.00,181985.00,185499.00,189139.00,193257.00,197499.00,201499.00,206150.00,209760.00,213447.00,217129.00,220857.00,224617.00,228198.00,231427.00,234482.00,237708.00,241244.00,245126.00,249308.00,253558.00,257656.00,261513.00,265181.00,268881.00,272561.00,275992.00,279305.00,282591.00,285685.00,288579.00,291347.00,294064.00,296708.00,299288.00,301972.00,304727.00,307552.00,310426.00,313312.00,316182.00,319031.00,321834.00
,,,Barbados,239321.00,238756.00,240606.00,242445.00,244127.00,245563.00,247147.00,248023.00,249169.00,250145.00,251145.00,251966.00,252361.00,253475.00,254847.00,256114.00,257247.00,258265.00,259124.00,259953.00,261092.00,262264.00,263336.00,264604.00,265699.00,266630.00,267667.00,268810.00,270062.00,271294.00,272504.00,273680.00,274906.00,276218.00,277547.00,278818.00,280037.00,281207.00,282359.00,283498.00,284589.00,285653.00,286705.00,287733.00,288725.00,289680.00
,,,Belize,119183.00,122070.00,124890.00,127661.00,130375.00,133027.00,135611.00,138135.00,140578.00,142937.00,145205.00,144416.00,149207.00,153296.00,156846.00,160810.00,165558.00,171241.00,176353.00,181396.00,186433.00,190865.00,195745.00,200824.00,206093.00,211546.00,217167.00,222972.00,228954.00,235126.00,241480.00,248004.00,254639.00,261298.00,267958.00,274620.00,281289.00,287953.00,294610.00,301270.00,307899.00,314522.00,321115.00,327719.00,334297.00,340844.00
,,,Costa Rica,1687100.00,1735523.00,1785636.00,1834796.00,1886035.00,1937413.00,1991580.00,2048557.00,2108457.00,2192367.00,2259714.00,2299124.00,2357285.00,2424367.00,2494353.00,2567601.00,2644306.00,2723378.00,2799340.00,2874123.00,2949892.00,3023272.00,3093015.00,3168359.00,3256528.00,3351198.00,3444736.00,3536004.00,3625320.00,3713735.00,3800169.00,3882581.00,3956208.00,4020945.00,4083816.00,4146696.00,4208691.00,4269766.00,4331130.00,4393241.00,4455046.00,4516220.00,4576562.00,4636348.00,4695942.00,4755234.00
,,,Cuba,8421048.00,8542746.00,8669625.00,8831348.00,9001355.00,9152866.00,9290074.00,9420906.00,9537988.00,9634028.00,9710150.00,9652975.00,9711975.00,9789224.00,9881149.00,9973301.00,10064672.00,10142672.00,10214148.00,10301686.00,10402705.00,10506650.00,10602538.00,10681284.00,10743807.00,10797949.00,10847477.00,10890847.00,10928837.00,10973762.00,11025940.00,11071849.00,11103821.00,11131594.00,11167179.00,11195182.00,11198439.00,11179829.00,11160137.00,11134892.00,11109721.00,11098415.00,11087330.00,11075244.00,11061886.00,11047251.00
,,,Dominica,68689.00,69785.00,70822.00,71860.00,72792.00,73480.00,73923.00,74204.00,74323.00,74366.00,74238.00,73887.00,73519.00,73813.00,74286.00,73993.00,73109.00,72379.00,71815.00,71338.00,70509.00,70009.00,70121.00,70278.00,70419.00,70922.00,71421.00,70996.00,70284.00,70041.00,70348.00,70818.00,71208.00,71534.00,71734.00,71933.00,72125.00,72247.00,72377.00,72514.00,72660.00,72813.00,72969.00,73126.00,73286.00,73449.00
,,,Dominican Republic,4298133.00,4422755.00,4546974.00,4671329.00,4796148.00,4921761.00,5048499.00,5175585.00,5302800.00,5431308.00,5562270.00,5696855.00,5831714.00,5968735.00,6105818.00,6241548.00,6378551.00,6516820.00,6656963.00,6798773.00,6941869.00,7083623.00,7224795.00,7362934.00,7494284.00,7624133.00,7758971.00,7898976.00,8039937.00,8182207.00,8325197.00,8468914.00,8613550.00,8756901.00,8896576.00,9032393.00,9164472.00,9295039.00,9426233.00,9558183.00,9690787.00,9823821.00,9956648.00,10088598.00,10219630.00,10349741.00
,,,El Salvador,3469177.00,3603907.00,3710335.00,3791291.00,3878991.00,3973004.00,4072847.00,4176875.00,4285219.00,4399428.00,4511750.00,4570410.00,4519721.00,4479917.00,4526713.00,4593745.00,4671054.00,4758322.00,4850135.00,4938989.00,5024777.00,5109818.00,5196237.00,5286006.00,5334151.00,5395198.00,5479829.00,5564105.00,5636808.00,5711571.00,5788365.00,5849822.00,5883698.00,5901830.00,5919845.00,5935121.00,5956221.00,5970893.00,5981752.00,6006449.00,6030596.00,6052064.00,6071774.00,6090646.00,6108590.00,6125512.00
,,,Grenada,94867.00,95410.00,96034.00,96618.00,96857.00,96340.00,95819.00,95555.00,94280.00,92535.00,91354.00,90164.00,92354.00,92414.00,92526.00,92738.00,93059.00,93554.00,94064.00,94286.00,94303.00,94204.00,94060.00,94648.00,95758.00,96750.00,97743.00,98654.00,99568.00,100385.00,100985.00,101609.00,102294.00,102835.00,103320.00,103969.00,104592.00,105202.00,105887.00,106555.00,107199.00,107818.00,108419.00,109011.00,109590.00,110152.00
,,,Guatemala,5151182.00,5264207.00,5384580.00,5509594.00,5639011.00,5772854.00,5910462.00,6051261.00,6196604.00,6345655.00,6495749.00,6649593.00,6828684.00,6982721.00,7188649.00,7380338.00,7580844.00,7819999.00,8159885.00,8495815.00,8730575.00,8965553.00,9213253.00,9367079.00,9522882.00,9779108.00,10027820.00,10267947.00,10496123.00,10708144.00,10903423.00,11085025.00,11284350.00,11506669.00,11725208.00,11939986.00,12182548.00,12454747.00,12728111.00,13002206.00,13276517.00,13550440.00,13824463.00,14099032.00,14373472.00,14647083.00
,,,Haiti,4447122.00,4540576.00,4584844.00,4679298.00,4776144.00,4873993.00,4973063.00,5076517.00,5182817.00,5288765.00,5396136.00,5507700.00,5622870.00,5740421.00,5862293.00,5988980.00,6119917.00,6253861.00,6389669.00,6518775.00,6652691.00,6797935.00,6929826.00,7069974.00,7232839.00,7399692.00,7570398.00,7740665.00,7909680.00,8080556.00,8249712.00,8412886.00,8568578.00,8723188.00,8883665.00,9045691.00,9204669.00,9357561.00,9500493.00,9639078.00,9777973.00,9648924.00,9719932.00,9801664.00,9893934.00,9996731.00
,,,Honduras,2685322.00,2760666.00,2855882.00,2965146.00,3077805.00,2765159.00,2857705.00,2954566.00,3055680.00,3168347.00,3279238.00,3402468.00,3543061.00,3670043.00,3796140.00,3932993.00,4077312.00,4226919.00,4373262.00,4514984.00,4656018.00,4794025.00,4933227.00,5079876.00,5232622.00,5389808.00,5550793.00,5712837.00,5875031.00,6039095.00,6190879.00,6359396.00,6526981.00,6693687.00,6862050.00,7029439.00,7193065.00,7355157.00,7516214.00,7675849.00,7833696.00,7989415.00,8143564.00,8296693.00,8448465.00,8598561.00
,,,Jamaica and Dependencies,1919615.00,1943787.00,1967012.00,1997616.00,2036377.00,2071146.00,2104879.00,2133388.00,2156814.00,2179441.00,2207245.00,2228803.00,2258368.00,2298309.00,2306386.00,2313059.00,2318176.00,2322553.00,2325869.00,2329431.00,2336663.00,2347015.00,2357719.00,2377845.00,2406849.00,2436435.00,2469066.00,2501252.00,2531182.00,2560432.00,2588866.00,2615632.00,2640514.00,2664984.00,2689150.00,2713001.00,2736513.00,2759614.00,2782221.00,2804332.00,2825928.00,2847232.00,2868380.00,2889187.00,2909714.00,2930050.00
,,,Nicaragua,1987988.00,2052544.00,2120111.00,2182919.00,2247502.00,2319604.00,2394739.00,2472954.00,2554286.00,2608303.00,2687394.00,2803030.00,2898649.00,2976076.00,3043908.00,3114238.00,3180138.00,3248094.00,3322384.00,3403564.00,3492060.00,3643561.00,3838878.00,4006508.00,4156381.00,4289361.00,4401893.00,4502776.00,4598209.00,4688840.00,4777854.00,4866172.00,4952226.00,5035653.00,5116137.00,5193390.00,5267146.00,5338287.00,5407784.00,5475502.00,5541165.00,5604452.00,5666301.00,5727707.00,5788531.00,5848641.00
,,,Panama,1488794.00,1531038.00,1573694.00,1616898.00,1659952.00,1707421.00,1749172.00,1791550.00,1841830.00,1874971.00,1917594.00,1959566.00,1998895.00,2039504.00,2080789.00,2123462.00,2167617.00,2212156.00,2256735.00,2301676.00,2347202.00,2393441.00,2440754.00,2489234.00,2538364.00,2587713.00,2638173.00,2689792.00,2743684.00,2797225.00,2847789.00,2899513.00,2952285.00,3003421.00,3053605.00,3104177.00,3155032.00,3206481.00,3258329.00,3309679.00,3360474.00,3410676.00,3460462.00,3510045.00,3559408.00,3608431.00
,,,Puerto Rico,2722232.00,2721754.00,2766299.00,2847132.00,2863420.00,2886600.00,2935124.00,3026125.00,3080828.00,3117884.00,3168446.00,3209648.00,3238968.00,3279001.00,3316031.00,3350037.00,3382106.00,3413303.00,3444468.00,3474992.00,3505600.00,3536910.00,3562110.00,3585176.00,3615497.00,3649237.00,3683103.00,3724655.00,3759430.00,3781101.00,3800081.00,3810605.00,3818774.00,3823701.00,3826095.00,3826878.00,3821362.00,3805214.00,3782995.00,3760866.00,3740410.00,3721208.00,3700052.00,3672561.00,3645648.00,3620897.00
,,,St Kitts and Nevis,47223.00,46116.00,45775.00,45524.00,45269.00,44984.00,44706.00,44534.00,44380.00,44103.00,43817.00,43571.00,43484.00,43375.00,43230.00,43088.00,42931.00,42729.00,42477.00,42191.00,41916.00,41659.00,41408.00,41543.00,42063.00,42609.00,43132.00,43582.00,44066.00,44607.00,45131.00,45658.00,46188.00,46685.00,47139.00,47529.00,47904.00,48280.00,48657.00,49064.00,49480.00,49898.00,50314.00,50726.00,51134.00,51538.00
,,,St Lucia,100839.00,102704.00,104904.00,106953.00,109025.00,110985.00,112424.00,114896.00,116916.00,119025.00,120396.00,122477.00,123995.00,125576.00,127291.00,129118.00,131006.00,132714.00,134180.00,135495.00,136499.00,137561.00,139171.00,140992.00,142793.00,144635.00,146496.00,148172.00,149715.00,151022.00,152114.00,153302.00,154400.00,155297.00,156008.00,156657.00,157371.00,158128.00,158875.00,159585.00,160267.00,160922.00,161557.00,162178.00,162781.00,163362.00
,,,St Vincent and the Grenadines,88238.00,87510.00,87415.00,88717.00,89894.00,90996.00,92245.00,93439.00,94577.00,95717.00,97012.00,98139.00,99199.00,100476.00,101805.00,102894.00,103853.00,104763.00,105495.00,106138.00,106749.00,107385.00,107962.00,108224.00,108536.00,108691.00,108792.00,108768.00,108607.00,108404.00,108118.00,107861.00,107605.00,107262.00,106882.00,106479.00,106070.00,105685.00,105307.00,104938.00,104574.00,104217.00,103869.00,103537.00,103220.00,102918.00
,,,Trinidad and Tobago,962927.00,955000.00,961605.00,975199.00,984786.00,995364.00,1006931.00,1021480.00,1039009.00,1055527.00,1073027.00,1090513.00,1107842.00,1127317.00,1148146.00,1168881.00,1189032.00,1208327.00,1224989.00,1238380.00,1248162.00,1255189.00,1260387.00,1263500.00,1265120.00,1265247.00,1264315.00,1262458.00,1260150.00,1257636.00,1254627.00,1251775.00,1249053.00,1245844.00,1242426.00,1239328.00,1236690.00,1234559.00,1232811.00,1231323.00,1229953.00,1228691.00,1227505.00,1226383.00,1225225.00,1223916.00
,,South America,,185592737.00,190314471.00,195006326.00,199726385.00,204504593.00,209338897.00,214185898.00,219013388.00,223991961.00,229079706.00,234339485.00,239703808.00,245129740.00,250644946.00,256181651.00,261744132.00,267287040.00,272794053.00,278309340.00,283837314.00,289371165.00,294855511.00,300118128.00,305366423.00,310644088.00,315937241.00,321114749.00,326162484.00,331164719.00,336122082.00,340914558.00,345553547.00,350138892.00,354695735.00,359310170.00,363979422.00,368583943.00,373051507.00,377405259.00,381687990.00,385895762.00,390020413.00,394079226.00,398088519.00,402043564.00,405938368.00
,,,Argentina,23600026.00,23962313.00,24363816.00,24779799.00,25209829.00,25646371.00,26081880.00,26531280.00,26983828.00,27440272.00,27901971.00,28369799.00,28848055.00,29329880.00,29793552.00,30230644.00,30671759.00,31144993.00,31624620.00,32099320.00,32571624.00,33035578.00,33504409.00,33966849.00,34407154.00,34846891.00,35273844.00,35682960.00,36102160.00,36517919.00,36923417.00,37335653.00,37694169.00,37999450.00,38336881.00,38741833.00,39181261.00,39614434.00,40048816.00,40481998.00,40913584.00,41343201.00,41769726.00,42192494.00,42610981.00,43024374.00
,,,Brazil,92416817.00,94930053.00,97350239.00,99800740.00,102281260.00,104790608.00,107327250.00,109890962.00,112528142.00,115283675.00,118157191.00,121063697.00,123961522.00,126890221.00,129821262.00,132793071.00,135733183.00,138567223.00,141352474.00,144096245.00,146797954.00,149409483.00,151944196.00,154460821.00,156963840.00,159448367.00,161911449.00,164369473.00,166840211.00,169322084.00,171814744.00,174315386.00,176789957.00,179204829.00,181553173.00,183827544.00,186020004.00,188131059.00,190167417.00,192130270.00,194019058.00,195834188.00,197595498.00,199321413.00,201009622.00,202656788.00
,,Other South America,,69575894.00,71422105.00,73292271.00,75145846.00,77013504.00,78901918.00,80776768.00,82591146.00,84479991.00,86355759.00,88280323.00,90270312.00,92320163.00,94424845.00,96566837.00,98720417.00,100882098.00,103081837.00,105332246.00,107641749.00,110001587.00,112410450.00,114669523.00,116938753.00,119273094.00,121641983.00,123929456.00,126110051.00,128222348.00,130282079.00,132176397.00,133902508.00,135654766.00,137491456.00,139420116.00,141410045.00,143382678.00,145306014.00,147189026.00,149075722.00,150963120.00,152843024.00,154714002.00,156574612.00,158422961.00,160257206.00
,,,Bolivia,4240872.00,4346218.00,4454684.00,4565872.00,4679923.00,4796240.00,4914316.00,4955744.00,5079716.00,5204622.00,5326981.00,5441298.00,5545224.00,5642224.00,5737434.00,5834293.00,5934935.00,6041350.00,6156369.00,6283164.00,6423135.00,6573900.00,6731484.00,6893451.00,7054343.00,7214813.00,7374871.00,7534395.00,7695149.00,7858896.00,8025555.00,8195101.00,8367448.00,8542488.00,8719064.00,8895965.00,9072944.00,9249710.00,9425936.00,9601257.00,9775246.00,9947418.00,10118683.00,10290003.00,10461053.00,10631486.00
,,,Chile,9199122.00,9368558.00,9532079.00,9700788.00,9871079.00,10041865.00,10207459.00,10378405.00,10536035.00,10685889.00,10838422.00,10998514.00,11175845.00,11368918.00,11567646.00,11761672.00,11952148.00,12144931.00,12344445.00,12554615.00,12774248.00,13007851.00,13250594.00,13489083.00,13722358.00,13952144.00,14172533.00,14383328.00,14591015.00,14794081.00,14990469.00,15174571.00,15347732.00,15514805.00,15675163.00,15828678.00,15979150.00,16130386.00,16283043.00,16441033.00,16601954.00,16759904.00,16915020.00,17067369.00,17216945.00,17363894.00
,,,Colombia,20869140.00,21429658.00,21992579.00,22542890.00,23069231.00,23598134.00,24124651.00,24637685.00,25119134.00,25575428.00,26071592.00,26631289.00,27214894.00,27826039.00,28454991.00,29095455.00,29747620.00,30410385.00,31085303.00,31770867.00,32460845.00,33147250.00,33832213.00,34520324.00,35205604.00,35887620.00,36531834.00,37097908.00,37619943.00,38132591.00,38563857.00,38910346.00,39312450.00,39804949.00,40351016.00,40922152.00,41487778.00,42046246.00,42597321.00,43141109.00,43677372.00,44205293.00,44725543.00,45239079.00,45745783.00,46245297.00
,,,Ecuador,5765935.00,5939246.00,6116773.00,6298651.00,6485013.00,6675986.00,6871698.00,7072687.00,7278866.00,7489432.00,7703577.00,7920499.00,8141078.00,8365850.00,8593494.00,8825829.00,9061664.00,9301083.00,9545158.00,9794122.00,10048223.00,10318036.00,10429924.00,10553806.00,10753682.00,11012554.00,11265611.00,11526481.00,11792472.00,12050626.00,12268309.00,12445838.00,12629117.00,12827279.00,13074181.00,13368398.00,13662318.00,13917057.00,14134956.00,14354469.00,14573101.00,14790608.00,15007343.00,15223680.00,15439429.00,15654411.00
,,,Guyana,701552.00,714811.00,728990.00,742869.00,755324.00,765282.00,767977.00,763718.00,758334.00,755889.00,757400.00,759352.00,761931.00,762859.00,762158.00,762072.00,762243.00,763375.00,764960.00,766550.00,768586.00,771509.00,770496.00,767233.00,766800.00,767501.00,768964.00,768610.00,768063.00,772162.00,779498.00,784872.00,785421.00,781694.00,778579.00,778038.00,774833.00,768339.00,761716.00,755767.00,750463.00,745835.00,741975.00,738950.00,736805.00,735554.00
,,,Paraguay,2412181.00,2476785.00,2544518.00,2614104.00,2692466.00,2772292.00,2848211.00,2914396.00,2975427.00,3037492.00,3101728.00,3171603.00,3250841.00,3338368.00,3431924.00,3530545.00,3633464.00,3739904.00,3849890.00,3963437.00,4080563.00,4200491.00,4322340.00,4445889.00,4570988.00,4697579.00,4825564.00,4954835.00,5081156.00,5200184.00,5311544.00,5418241.00,5523401.00,5626892.00,5728549.00,5828163.00,5925541.00,6020467.00,6112995.00,6203197.00,6290878.00,6375830.00,6459058.00,6541591.00,6623252.00,6703860.00
,,,Peru,12829100.00,13192800.00,13568300.00,13954700.00,14350300.00,14753100.00,15161199.00,15573199.00,15990099.00,16414399.00,16848699.00,17295298.00,17754798.00,18161256.00,18566804.00,18970733.00,19379177.00,19798248.00,20227047.00,20664916.00,21111159.00,21564996.00,22025564.00,22491912.00,22963040.00,23423635.00,23863296.00,24286416.00,24692146.00,25078825.00,25444838.00,25796957.00,26142281.00,26479981.00,26809346.00,27129674.00,27442387.00,27749145.00,28049728.00,28347879.00,28647373.00,28947973.00,29248943.00,29549517.00,29849303.00,30147935.00
,,,Suriname,367553.00,372353.00,376613.00,380797.00,383018.00,380244.00,362730.00,352377.00,360069.00,365277.00,362861.00,354083.00,361170.00,370214.00,379144.00,387024.00,394467.00,400143.00,403912.00,407914.00,412929.00,416080.00,417519.00,419565.00,421004.00,423065.00,427744.00,433180.00,439683.00,447429.00,455740.00,464036.00,471851.00,480008.00,488131.00,495897.00,503639.00,511895.00,520925.00,529824.00,538125.00,545859.00,553159.00,560157.00,566846.00,573311.00
,,,Uruguay,2801859.00,2823659.00,2826042.00,2829526.00,2834115.00,2838213.00,2843540.00,2860918.00,2878748.00,2896507.00,2913946.00,2930486.00,2948127.00,2968351.00,2988825.00,3008270.00,3018871.00,3032257.00,3044980.00,3057630.00,3071177.00,3085115.00,3098710.00,3111431.00,3123830.00,3137031.00,3150038.00,3164141.00,3180923.00,3195923.00,3207949.00,3219793.00,3231191.00,3241594.00,3250653.00,3258465.00,3264911.00,3271307.00,3278878.00,3286372.00,3293765.00,3301076.00,3308535.00,3316328.00,3324460.00,3332972.00
,,,Venezuela,10388580.00,10758017.00,11151693.00,11515649.00,11893035.00,12280562.00,12674987.00,13082017.00,13503563.00,13930824.00,14355117.00,14767890.00,15166255.00,15620766.00,16084417.00,16544524.00,16997509.00,17450161.00,17910182.00,18378534.00,18850722.00,19325222.00,19790679.00,20246059.00,20691445.00,21126041.00,21549001.00,21960757.00,22361798.00,22751362.00,23128638.00,23492753.00,23843874.00,24191766.00,24545434.00,24904615.00,25269177.00,25641462.00,26023528.00,26414815.00,26814843.00,27223228.00,27635743.00,28047938.00,28459085.00,28868486.00
,Europe,,,463235585.00,466410575.00,469780398.00,472786599.00,475624941.00,478240933.00,480520572.00,482525637.00,484620456.00,486593942.00,488612165.00,490676664.00,492614229.00,494041027.00,495237451.00,496450221.00,497737576.00,499175932.00,500619594.00,502082542.00,504259003.00,506331972.00,508119635.00,509617603.00,510765347.00,511946788.00,513003281.00,514025453.00,514916314.00,515764096.00,516901372.00,518274079.00,519823239.00,521533577.00,523306214.00,525256071.00,527231265.00,529130288.00,531342430.00,533605132.00,535319534.00,536706839.00,538114328.00,539540740.00,540969644.00,542385243.00
,,European Union     (28) ,,438456597.00,441379781.00,444455732.00,447205145.00,449835291.00,452245959.00,454395605.00,456289511.00,458222618.00,460008765.00,461839954.00,463834620.00,465573229.00,466815205.00,467847600.00,468904737.00,470028782.00,471305916.00,472579897.00,473864261.00,475870172.00,477784108.00,479547034.00,481269102.00,482621570.00,483841127.00,484862291.00,485744814.00,486542524.00,487334565.00,488331520.00,489640680.00,491188377.00,492858446.00,494583084.00,496468060.00,498396378.00,500258692.00,502404027.00,504558411.00,506161661.00,507438975.00,508725094.00,510032455.00,511346984.00,512654728.00
,,European Union 15,,339546195.00,341759507.00,344124611.00,346185190.00,348093593.00,349685871.00,351026571.00,352099384.00,353199846.00,354260202.00,355369414.00,356664936.00,357797413.00,358453307.00,358951248.00,359500351.00,360104697.00,360894419.00,361711830.00,362839362.00,364621589.00,366440556.00,368166951.00,370034195.00,371693984.00,373003187.00,374163787.00,375247498.00,376239444.00,377225371.00,378391846.00,379845337.00,381529284.00,383353968.00,385270353.00,387354758.00,389465703.00,391483056.00,393719171.00,395910499.00,397576329.00,398996560.00,400454213.00,401916195.00,403390930.00,404874031.00
