1984,5.28,1.46,2.65,1.99,2.10,,,,,,,,
1985,5.44,1.50,3.48,1.96,1.50,,,,,,,,
1986,5.61,1.53,2.18,1.96,2.99,,,,,,,,
1987,5.75,1.51,5.75,1.97,-0.45,,,,,,,,
1988,5.97,1.51,4.75,1.86,0.87,,,,,,,,
1989,6.10,1.53,2.88,1.95,2.79,,,,,,,,
1990,6.13,1.44,2.48,2.03,3.06,,,,,,,,
1991,6.22,1.64,1.67,2.15,4.03,,,,,,,,
1992,6.16,1.68,1.42,2.45,3.98,,,,,,,,
1993,6.16,1.55,2.59,2.43,2.69,,,,,,,,
1994,6.27,1.50,3.58,2.20,1.98,,,,,,,,
1995,6.40,1.49,4.11,2.08,1.69,,,,,,,,
1996,6.54,1.47,2.29,2.06,3.66,,,,,,,,
1997,6.65,2.29,4.18,2.18,2.59,,,,,,,,
1998,6.64,1.59,6.02,2.29,-0.07,,,,,,,,
1999,6.61,1.34,2.84,2.14,2.97,,,,,,,,
2000,6.77,1.23,2.65,2.12,3.23,,,,,,,,
2001,6.93,0.97,3.82,1.97,2.12,,,,,,,,
2002,7.00,1.05,5.05,2.34,0.66,,,,,,,,
2003,7.42,0.90,4.75,2.46,1.11,,,,,,,,
2004,7.81,1.03,3.41,2.31,3.12,,,,,,,,
2005,8.09,1.03,5.15,2.36,1.61,,,,,,,,
2006,8.37,1.01,3.69,2.51,3.18,,,,,,,,
2007,8.57,0.94,4.43,2.51,2.56,,,,,,,,
2008,8.78,0.66,3.75,2.43,3.25,,,,,,,,
2009,8.74,0.71,3.58,2.56,3.31,,,,,,,,
2010,9.17,0.83,5.11,2.55,2.34,,,,,,,,
2011,9.46,0.88,3.63,2.69,4.03,,,,,,,,
2012,9.67,0.93,5.09,2.85,2.66,,,,,,,,
2013,9.86,0.89,5.36,2.88,2.51,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
