Year,Abkhazia,Afghanistan,Akrotiri and Dhekelia,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,Christmas Island,Cocos Island,Colombia,Comoros,"Congo, Dem. Rep.","Congo, Rep.",Cook Is,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Cyprus,Czech Republic,Czechoslovakia,Denmark,Djibouti,Dominica,Dominican Republic,East Germany,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Eritrea and Ethiopia,Estonia,Ethiopia,Faeroe Islands,Falkland Is (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,"Hong Kong, China",Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,North Korea,South Korea,United Korea (former),Kosovo,Kuwait,Kyrgyz Republic,Lao,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,"Macao, China","Macedonia, FYR",Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,"Micronesia, Fed. Sts.",Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,Netherlands Antilles,New Caledonia,New Zealand,Ngorno-Karabakh,Nicaragua,Niger,Nigeria,Niue,Norfolk Island,Northern Cyprus,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Pitcairn,Poland,Portugal,Puerto Rico,Qatar,Reunion,Romania,Russia,Rwanda,St. Barthélemy,St. Helena,St. Kitts and Nevis,St. Lucia,St. Martin,St. Vincent and the Grenadines,St.-Pierre-et-Miquelon,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Serbia and Montenegro,Serbia excluding Kosovo,Seychelles,Sierra Leone,Singapore,Slovak Republic,Slovenia,Solomon Islands,Somalia,Somaliland,South Africa,South Ossetia,Spain,Sri Lanka,Sudan,Suriname,Svalbard,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Transnistria,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,USSR,Uzbekistan,Wallis et Futuna,Vanuatu,Venezuela,West Bank and Gaza,West Germany,Western Sahara,Vietnam,Virgin Islands (U.S.),North Yemen (former),South Yemen (former),Yemen,Yugoslavia,Zambia,Zimbabwe,Åland,South Sudan,Christian,Coastline,Curaçao,Sint Maarten (Dutch part),St. Martin (French part),Antarctica,"Virgin Islands, British",Hawaiian Trade Zone,U.S. Pacific Islands,Wake Island,Bonaire,Sark,Chinese Taipei,Saint Eustatius,Saba
1970,,,,,1436.129775,,18256.27007,,,,6611.234203,,,12708.91935,11085.10449,,16944.17706,,282.2545184,6210.630341,,11360.19747,1193.028907,291.9012234,29592.21471,,927.0982228,,409.659702,1988.921524,,,,136.9204136,149.15308,,454.3443481,12986.31241,,,354.1439659,226.862459,,2201.351475,122.2901546,,,1488.348372,,331.9720608,703.6692453,,2371.559757,852.9255887,,1777.655685,,,,16392.96976,,,1173.235604,,928.38972,565.9760672,1861.494075,,,,,,,,1382.425191,11007.46695,11572.96622,,8621.101347,3253.236424,536.9515279,1190.765568,11895.36571,293.9963513,,6687.942869,9242.246336,,,,1251.193519,,,172.5589253,757.0044764,,,889.8391723,6486.338454,2407.414043,13653.09117,216.2357161,233.0297053,1438.306404,,7377.495448,,9637.613753,9502.123866,3355.427587,16650.83844,,,,291.4949966,1217.664029,,1993.648299,,,,,,2101.863674,,178.8732669,759.9507565,,32622.11206,,17466.69322,,,428.6508881,121.2422747,1139.287768,,172.1268594,2074.143532,,,618.0885057,,,3488.715018,,,50458.24756,,,,786.2575819,,,,,145.249731,12759.17567,,11295.56088,,,1689.469718,307.3022132,345.0830918,,,,,14893.97936,4282.057639,291.1318585,,2734.769954,667.3020378,776.2301912,2075.557615,820.633505,,,4610.253997,7002.48479,,,,,215.6267917,,,,,,1382.425336,,,13112.42249,,7636.048495,551.7765027,,,,2647.173963,285.2875794,4628.316527,,,,,,3104.017979,,6830.718983,338.4317237,261.9359088,,,576.7520745,16570.99947,,577.6763805,,,,520.2359482,,295.0814149,,,,4629.75863,914.4900747,2120.949038,,,,,,,13042.15454,18228.92179,4331.945442,,,,,6302.713185,,,,,,,,,,579.2675398,515.236387,,,,,,,,,,,,,,,,,
1971,,,,,1235.663803,,18142.98509,,,,6872.758345,,,12777.83407,11600.22295,,16773.32431,,262.981578,6420.053918,,11791.48609,1222.444067,281.6793946,30833.69212,,950.8161381,,499.0292165,2160.353035,,,,136.1258478,151.6801577,,458.0784442,13320.19496,,,351.2215257,216.6275841,,2356.71427,127.3050316,,,1538.557978,,342.1479552,735.6879567,,2471.677527,894.1228027,,1896.658918,,,,16768.1407,,,1265.428417,,959.7221622,572.2625856,1882.638983,,,,,,,,1446.874725,11252.69389,12093.53183,,9342.465124,3519.175744,520.9586923,1207.528413,12245.52367,301.3660271,,7181.133651,10272.25482,,,,1285.644381,,,162.8575584,770.8807193,,,900.2990729,6810.928135,2549.367584,15311.96879,214.8322477,243.0840361,1583.05701,,7544.702546,,10387.552,9629.859059,3389.612267,17210.26629,,,,343.7579535,1169.535165,,2113.436576,,,,,,2248.106062,,184.2238454,775.5930142,,32495.67745,,17762.36885,,,433.7869909,136.7823178,1175.357189,,173.5459457,2124.691745,,,611.4916358,,,3513.3859,,,52478.16721,,,,809.4451563,,,,,140.3100327,13154.39029,,11489.35347,,,1692.843461,315.2349613,384.8992407,,,,,15620.75384,4170.299973,284.5827678,,2916.337375,689.9518225,798.5748075,2102.927864,840.6701446,,,4936.848301,7327.090483,,,,,211.5782625,,,,,,1408.201275,,,13238.04809,,8768.687017,533.4486604,,,,2997.725084,289.9051539,5092.774074,,,,,,3163.033507,,7069.462901,338.0995754,260.4032822,,,637.6003458,16612.83045,,613.6693973,,,,530.0656291,,285.8062537,,,,4629.9758,995.3075485,2190.736343,,,,,,,13248.14066,18622.33742,4308.067163,,,,,6184.439768,,,,,,,,,,559.8288922,542.5294294,,,,,,,,,,,,,,,,,
1972,,,,,1527.646365,,18646.94486,,,,6867.510789,,,13034.08135,12248.95167,,15825.01611,,224.2091077,6461.314858,,12367.39264,1331.030169,293.4453711,31624.2908,,1001.882651,,610.1757486,2363.511202,,,,136.4992068,140.8822549,,458.0538316,13823.29238,,,344.5742119,213.8611828,,2296.669104,128.9349799,,,1618.114933,,333.2914795,774.9592118,,2612.358165,891.8858825,,1954.092537,,,,17368.57872,,,1359.811412,,974.8998795,571.0375231,1946.632419,,,,,,,,1523.047912,12051.20233,12540.90377,,8624.453079,3832.348113,505.7759209,1183.937088,12711.15676,285.6461311,,7859.491655,10658.40503,,,,1342.824296,,,169.0956258,739.2007646,,,925.8773323,7390.650148,2696.8277,16021.59528,208.773044,255.712018,1793.574657,,7915.815676,,11510.28914,9928.720744,3938.668958,18398.72118,,,,388.3013099,1289.63145,,2163.408605,,,,,,2344.534427,,180.1315445,785.5523635,,32447.18017,,18706.07015,,,416.8795563,140.8933527,1254.427269,,180.434843,2250.59689,,,589.5397521,,,3689.330523,,,54207.35513,,,,809.1624781,,,,,141.4128351,13348.4483,,11328.59581,,,1678.365249,290.2173268,388.2899816,,,,,16318.3802,4411.610277,279.0451104,,2967.853799,708.2310232,829.7939995,2103.966715,861.4201371,,,5340.804934,7714.155822,,,,,205.6257785,,,,,,1752.451633,,,13658.66844,,10344.0338,549.3282166,,,,3116.777669,287.2639079,5675.693832,,,,,,3142.533834,,7576.684321,332.2348201,240.1000226,,,652.7917062,16942.91432,,741.4852221,,,,537.1257574,,299.3439316,,,,4858.500092,1152.82819,2302.071239,,,,,,,13682.09848,19441.37991,4246.461191,,,,,6054.362834,,,,,,,,,,591.0475503,567.9035672,,,,,,,,,,,,,,,,,
1973,,,,,1538.306425,,19135.29663,,,,6940.168635,,,13176.58538,12776.99245,,16681.08272,,230.0809801,6504.710856,,13115.30933,1385.884945,297.6620209,32332.10726,,1033.808585,,715.5730996,2630.91785,,,,134.3381165,149.5418861,,469.7204383,14537.58953,,,344.4342887,191.2121433,,2146.52576,135.980158,,,1688.037913,,350.5757016,813.2939078,,2749.966176,903.5532123,,1988.121116,,,,17912.89592,,,1495.254444,,1099.971893,562.6074104,1990.629,,,,,,,,1665.25019,12819.82547,13265.17128,,9012.611336,4120.788926,534.5068126,1249.634668,13276.5512,285.5432776,,8457.018022,11221.19102,,,,1395.616548,,,166.0063893,744.2074858,,,970.5612798,8067.342821,2873.632814,16855.72945,210.6915649,273.7744487,1843.467974,,8157.661609,,11423.28869,10564.33818,3663.773976,19712.75463,,,,396.5401823,1534.598822,,2375.961549,,,,,,2459.545365,,222.9811832,746.4991416,,32452.21485,,20038.46,,,395.0599314,139.6359764,1367.737166,,174.5781961,2345.849174,,,546.2434475,,,3860.864482,,,57001.73469,,,,818.1892117,,,,,137.5241699,14004.21649,,9639.772852,,,1732.279049,233.7258658,399.0930205,,,,,16930.39991,3633.406382,290.4239648,,3045.6105,732.7180686,868.5250275,2156.477435,911.8395306,,,5937.174141,7999.260272,,,,,206.1048569,,,,,,1540.512414,,,14579.34626,,12383.01899,502.3626327,,,,3326.796025,288.3967246,6187.813013,,,,,,3212.63632,,8093.053159,349.4328274,234.4831652,,,690.7139177,17584.86983,,655.3972429,,,,575.7697319,,303.5507966,,,,4905.133537,1125.221503,2325.048208,,,,,,,14654.40265,20394.98709,4257.192079,,,,,6265.702312,,,,,,,,,,565.7433772,562.9935299,,,,,,,,,,,,,,,,,
1974,,,,,1603.34962,,19304.37348,,,,7200.908314,,,13375.9812,13258.09388,,13616.13388,,249.85177,6164.532404,,13670.97581,1552.024006,300.6556092,32860.03476,,1038.564964,,751.6763231,2802.016266,,23642.85481,,142.465397,147.1445375,,505.8821893,14806.31259,,,359.1182027,196.012722,,2164.774047,136.2632825,,,1745.077087,,351.5584073,850.9967104,,2835.318007,900.9366863,,1977.820497,,,,17684.20628,,,1544.7331,,1157.883922,564.1245673,2047.066605,,,,,,,,1674.483756,13165.63493,13787.34561,,10312.11243,5602.709201,547.5578856,1347.9503,13389.50283,297.0348396,,7883.455788,11741.68746,,,,1445.682878,,,167.8847971,797.2820497,,,930.9701246,8085.662346,3029.624936,17578.13238,208.2487865,289.129702,1962.05068,,8365.453951,,11846.87948,11072.69559,3456.217813,19103.05411,,,,397.8140903,2194.078676,,2497.228577,,,,,,2556.612907,,242.0865338,759.9227427,,32477.17062,,20612.02061,,,392.0746672,144.9055449,1446.402359,,168.7590006,2583.031438,,,594.9335315,,,3963.775782,,,58842.07457,,,,843.5957038,,,,,142.870728,14486.25445,,10471.32014,,,1918.534579,246.8273325,432.1280419,,,,,17468.19256,3876.827306,292.0856028,,3038.791358,730.2976905,917.7407795,2291.862952,917.7806572,,,5921.846426,7839.005831,,,,,202.4491465,,,,,,1389.04692,,,15302.60562,,15008.80958,507.8078842,,,,3302.000923,292.9143202,6479.604853,,,,,,3333.71864,,8465.777938,357.5993993,253.4587033,,,708.6136181,18094.6877,,786.4477802,,,,585.4724148,,311.3135961,,,,5054.707437,1192.835175,2401.526287,,,,,,,14399.17009,20104.54175,4377.41303,,,,,6177.160631,,,,,,,,,,581.9826512,580.2234614,,,,,,,,,,,,,,,,,
1975,,,,,1632.296018,,18607.40954,,,,7081.660694,,,13375.55956,13244.96435,,11368.41198,,236.1923411,6379.771482,,13363.53885,1579.640919,279.2924444,34355.58417,,1087.833428,,785.8981006,2879.313472,,22733.5473,,143.6351636,146.3148368,,546.8745512,14793.71474,,,353.1771385,208.9584178,,1889.540331,145.5248126,,,1744.171693,,324.6201527,889.5986099,,2825.086163,931.7505003,,2137.222583,3846.251393,,,17417.91937,,,1584.624295,,1218.663667,601.1673142,2059.498059,,,,,,,,1650.642614,13343.90089,13546.39505,,9508.80002,6506.099549,596.0636532,1436.798826,13323.03275,254.067206,,8307.03835,11793.74113,,,,1436.25422,,,174.6768389,859.2628178,,,922.7347217,7893.431483,3198.595902,17466.89433,222.0089305,299.5848317,2016.289608,,8694.42071,,11963.66968,10776.70208,3400.875174,19380.83543,,1118.724641,,386.7765217,2272.756177,,2595.125258,,,,,,2711.310161,,204.5401067,712.5492516,,32500.34807,,19048.2948,,,386.1936065,148.8031497,1424.167388,,184.9348312,3065.677837,,,548.050216,,,4070.898015,,,57688.28475,,,,885.635467,,,,,141.6020554,14375.36205,,10816.00204,,,1857.936392,232.9369627,398.3636999,,,,,18245.06453,4598.218289,295.3833393,,3007.975438,703.5632174,952.1043261,2305.761974,941.7608066,,,5453.155504,7499.967004,,,,,191.8603381,,,,,,1269.463134,,,14854.44577,,14979.49479,530.8279615,,,,3342.100523,292.0612184,6681.030483,,,,,,3316.454761,,8421.513042,373.5452959,284.3564176,2489.747796,,782.948947,18483.04552,,908.9958096,,,,598.9244741,,312.1196635,,,,5083.811663,1251.479516,2518.194066,,,,,,56037.96028,14302.76811,19868.26519,4634.344765,,,,,6137.763275,,,,,,,,,,549.9357843,550.3385386,,,,,,,,,,,,,,,,,
1976,,,,,1714.070053,,18511.40113,,,,6830.307724,,,13590.0944,13875.87098,,11708.97569,,244.4665113,6351.829196,,14093.74132,1546.192084,275.0389848,37285.77335,,1110.981636,,837.1544895,3087.582868,,26208.78718,,152.5233087,155.3174989,,501.7814246,15358.40595,,,364.3967639,210.7317473,,1925.67926,140.9977374,,,1786.679892,,298.4929056,871.6164101,,2905.862294,1004.893839,,2228.530673,4663.382473,,,18432.89087,,,1650.246381,,1274.635287,673.9667707,2117.436716,,,,,,,,1664.258252,13349.55224,14065.37599,,9976.660122,8594.751908,620.5091004,1513.455728,14042.50478,240.3416727,,8739.426525,12471.41091,,,,1504.15297,,,176.4221459,865.1153194,,,988.8465716,9054.88509,3295.563753,18324.9638,220.4232043,309.9524087,2303.844563,,8683.648429,,11853.48997,11487.13673,3134.723764,20002.7279,,1341.560226,,380.7139978,1641.069431,,2824.027308,,,,,,2846.472753,,221.598296,729.0347528,,33504.54266,,19434.61321,,,364.0595307,151.131402,1552.595897,,206.3328328,3569.158575,,,577.7009671,1627.270186,,4131.04749,,,59786.41863,,,,957.5849237,,,,,144.4023785,14945.81912,,10804.56668,,,1896.034909,227.6638099,421.9079057,,,,,19211.6165,5264.923927,301.1606918,,2980.118126,661.1775772,993.7703233,2287.834789,996.1570299,,,5665.976525,7766.223052,,,,,221.8799548,,,,,,1386.428138,,,15710.68293,,15989.03212,563.2717615,,,,3815.440632,284.9600976,7081.622775,,,,,,3318.59184,,8600.806694,379.784383,321.5971998,2416.744142,,743.1027045,18610.80738,,975.790965,,,,638.898629,,299.3670535,,,,5352.201709,1319.178256,2722.419983,,,,,,55799.56212,14707.52972,20746.79894,4797.719535,,,,,6383.128957,,,,,,,,,,565.0341936,535.2072598,,,,,,,,,,,,,,,,,
1977,,,,,1747.665127,,18394.46205,,,3815.953695,7193.565031,,,13918.04043,14575.16601,,12508.23765,,244.6789824,6613.628189,,14164.4889,1606.723937,281.6863844,39336.79524,,1138.685796,,901.860147,3154.720552,,27930.6728,,149.7079159,169.6562102,,553.7315707,15703.90339,,,369.8758014,211.1847657,,2064.235739,149.6600682,,,1818.353465,,291.9024413,770.8280935,,3082.039196,1029.964383,,2400.243325,5425.751162,,,18739.19748,,2202.690711,1691.38331,,1267.456077,743.659362,2215.468043,,,,,,,,1730.898079,13344.14487,14502.01334,,9876.988468,7315.264764,622.7936555,1606.841923,14545.42826,241.7066401,,8880.15771,13654.09712,2012.464493,,,1582.460712,,,157.3506362,834.2158945,,,1057.960724,9971.623308,3529.59064,19793.74323,230.8738185,328.8088491,2204.420456,,9270.290792,,11590.1034,11731.33344,3021.14993,20680.65741,,1377.250707,,401.4629116,1539.297057,,3058.249262,,,,,,2920.949257,,263.0654634,719.8268559,,34539.91287,,19705.44245,,,362.3713638,153.2753119,1635.180089,,215.4988549,3988.430499,,,550.5126173,1705.832053,,4153.553173,,,61568.19927,,,,990.7452581,,,,,145.2990588,15142.65945,,10831.7742,10108.8051,,1993.383834,238.1697606,433.9960196,,,,,19922.43342,5038.650222,303.2928885,,2939.522931,648.9254517,1074.74443,2235.884108,1022.763155,,,5920.225203,8154.240921,,,,,218.9231597,,,2712.811474,,,1411.113424,,,15855.13469,,16181.5841,534.9344551,,,,3519.059358,279.2562511,7505.310996,,,,,,3246.414281,,8740.224852,392.7139875,331.1261096,2665.998542,,727.562416,18248.80351,,932.3044993,,,,685.5305147,,313.7232935,,,,5770.839064,1330.046212,2755.914194,,,,,,58384.48049,15060.07028,21491.82018,4840.954429,,,,,6548.060577,,,,,,,,,,521.7859227,482.7995246,,,,,,,,,,,,,,,,,
1978,,,,,1848.437508,,18038.59978,,,3962.540929,6767.812207,,,13879.18525,14556.24303,,13971.07784,,254.5800293,7006.11526,,14553.44433,1688.098831,278.0933754,39759.36263,,1134.997316,,991.4533824,3181.061433,,28704.04441,,153.0765216,164.1488202,,655.2676465,16161.76834,,,365.6224913,206.1136326,,2188.198883,164.9481542,,,1927.246698,,268.1384038,796.5388242,,3187.500849,1091.200333,,2538.689385,5826.082044,,,19105.99455,,2434.543656,1687.350003,,1315.911457,769.0496151,2289.138261,,,,,,,,1731.06766,13694.37881,15005.48142,,10528.88795,5406.896618,642.2772092,1716.167564,14996.07205,257.9161617,,9401.003119,14534.46952,2148.198798,,,1621.992155,,,171.1494948,811.6026826,,,1127.670013,10601.539,3672.204454,20821.52042,238.3482577,350.7537988,1974.666605,,9796.536796,,11895.4078,12068.36719,2989.179984,21574.81726,,1605.119331,,413.4326729,1526.750056,,3292.159773,,,,,,3001.370648,,303.1206852,733.0569765,,35609.02501,,20471.66642,,,343.036006,162.6546645,1704.361802,,208.5116941,4387.67494,,,532.0007718,1742.702162,,4405.422665,,,63665.0413,,,,987.7274864,,,,,148.1649713,15400.55054,,11760.26152,10128.74119,,1782.947759,262.4046791,396.6853107,,,,,20611.39113,4589.886491,317.263003,,3147.063123,685.8852249,1165.951729,2183.31242,1045.876294,,,6021.614369,8580.010969,,,,,231.1313212,,,2908.735788,,,1563.408005,,,16076.03814,,15130.62097,501.7805049,,,,4197.804155,279.9821083,8056.022423,,,,,,3274.519608,,8747.250467,407.6658505,301.8373457,2859.732063,,714.5573226,18514.4575,,980.9726431,,,,739.3134383,,341.0290065,,,,6264.436656,1378.300549,2738.352665,,,,,,50264.17041,15571.78611,22461.78537,5067.763979,,,,,6472.936688,,,,,,,,,,507.7980825,454.771817,,,,,,,,,,,,,,,,,
1979,,,,,1923.29062,,17379.32803,,,4254.015375,7349.623944,,,14297.38143,15362.14184,,17236.66283,,259.0515444,7527.672079,,14880.76986,1765.484261,288.7172336,40462.40324,,1110.593247,,1069.781058,3317.535959,,33931.08658,,155.037476,162.5554908,,674.0747579,16610.16721,,,347.7575978,158.7065245,,2345.43174,175.1324228,,,1984.909177,,261.4715553,849.7890311,,3254.090647,1067.713471,,2549.208836,6353.595732,,,19811.98194,,1967.438669,1723.218943,,1346.169969,796.9975534,2154.459307,,,,,,,,1904.582607,14632.23762,15459.34685,,10616.85167,5283.284365,613.8496131,1829.137314,15611.56053,246.6444817,,9589.254221,15118.02102,2290.28826,,,1658.01772,,,168.4145375,791.3793797,,,1143.610715,11197.68583,3764.543507,21620.97236,220.5985478,367.0258703,1772.981578,,9963.951081,,12322.42677,12750.61902,2923.993915,22567.07906,,1686.25907,,428.4491671,1323.248844,,3462.549239,,,,,,3082.812618,,303.652696,734.5005098,,36719.00802,,20902.82908,,,366.6858676,164.4457194,1820.607315,,225.9184264,4799.084826,,,541.5331574,1775.573589,,4710.968323,,,65442.48397,,,,1008.907798,,,,,148.1351754,15603.85386,,10059.84158,10365.82802,,1272.904881,273.0997389,411.0679581,,,,,21436.45188,4525.908109,318.4889831,,3210.478243,680.0777264,1263.936796,2250.404916,1074.301998,,,6293.342302,8993.062098,,,,,250.1276561,,,3184.418493,,,1600.410293,,,16733.88979,,15657.48821,524.1676308,,,,4793.067063,286.3686682,8702.141773,,,,,,3324.782985,,8673.583497,425.3184829,277.6589799,2684.424524,,714.3619478,19183.50474,,983.3876221,,,,762.3074121,,315.7789891,,,,6394.874533,1429.557887,2662.814606,,,,,,54290.68681,15985.1579,22914.55504,5344.767453,,,,1242.089247,6308.075224,,,,,,,,,,476.6148082,454.1207147,,,,,,,,,,,,,,,,,
1980,,,,1060.684602,1876.075639,,17013.69849,,,4639.187686,7540.685263,,,14555.9477,15628.11853,,17954.41744,11127.86976,253.7822815,7861.834751,,15524.95964,1979.799676,300.2998987,43514.94072,244.5579778,1071.001324,,1153.968083,3536.04587,,30504.46158,1294.032345,152.6101667,159.5632026,,641.4318341,16751.33878,559.9206642,,323.3966171,145.9974612,,2500.267727,186.4396607,,,2019.85473,412.365057,259.6661311,970.9736321,,3189.039826,909.0070675,,2411.278442,6646.53721,,,19691.43009,,2236.367657,1818.071861,,1367.517295,856.6007895,1869.277719,,,,,,,,1833.577106,15372.87969,15641.97106,,10354.35076,5265.343122,630.4766662,1896.787901,15798.69536,241.9462395,,9559.824869,16233.29089,2269.108219,,,1679.022441,,,137.2418724,802.9163825,,,1115.742058,12004.70252,3769.618011,22622.9028,230.0085355,390.0096519,1485.014069,,10153.25351,,12856.71785,13160.82813,2719.611392,23021.72563,,1931.681341,,435.5557894,720.269957,,3358.22902,,,,,,3201.325059,,287.5269949,682.4003209,,37874.39217,,21003.69501,,,359.9436907,160.2232084,1909.618067,,211.9885663,5083.817093,,,543.8493166,1572.824506,,5024.444802,,825.6041975,65841.1961,,,,1018.716601,202.7213556,,2263.396219,,141.3197362,15984.14637,,9908.476256,10426.73034,,1293.989049,259.4851454,416.340061,,,,,22330.13757,4535.628011,339.4258819,,3170.321512,646.7762937,1411.486717,2261.396653,1098.398297,,,6511.367048,9022.369029,,,1840.842604,,263.6974325,,,3390.806585,2316.175631,,1618.030195,,,17029.60534,,15683.72114,494.2061574,,,,4531.964848,293.7428469,9457.470949,,,,,,3463.247113,,8808.824382,441.7877954,272.8540086,2536.233698,,779.2524422,19470.05511,29182.93218,1064.55368,,,,785.0234224,,352.041067,,,,6947.655718,1495.12759,2540.363158,,,,,,61374.75455,15618.14742,22630.52015,5618.848079,,,,1071.430192,5841.28064,,,,,,,,,,475.2673786,501.2555977,,,,,,,,,,,,,,,,,
1981,,,,1099.512702,1869.621279,,16169.0217,,,4869.479426,7004.45874,,,14814.07307,15565.82167,,15939.86648,10136.47546,256.250629,7581.700303,,15482.00925,1953.271048,321.458628,44223.42978,271.0090709,1050.716165,,1213.88156,3302.639357,,23693.67508,1352.925621,155.3058983,173.6195409,,729.4355953,17124.39055,601.8469925,,309.4026908,144.2875656,,2579.571319,193.638156,,,2019.668467,413.3249064,258.4765423,1108.999004,,3031.481706,900.0737956,,2871.369852,6701.625415,,,19522.33061,,2504.55691,1852.916846,,1375.31471,868.0588617,1648.011288,,,,,140.6684857,,,1902.596845,15504.38506,15716.90473,,10907.3037,5373.963444,628.4387031,1980.387495,15858.13677,226.7589089,,9327.285855,16084.95391,2248.799843,,,1648.771399,,,158.0966179,816.2606099,,,1109.06402,12812.02973,3877.420533,23320.26153,238.2305665,412.341375,1357.303007,,10368.73585,,13252.0195,13256.0115,2753.569651,23806.76747,,1945.674956,,435.0780555,680.6106816,,3510.047742,,,,,,3326.567214,,281.902671,645.5258338,,39097.85229,,20826.49357,,,316.7581406,147.7407881,1992.32596,,198.5499525,5213.701291,1814.210514,,546.6491043,1643.006452,,5345.375348,,812.0827412,65491.66675,425.9844525,,,964.5473672,207.7908938,,2235.444201,,149.5294356,15750.46568,,9150.890738,10855.63354,,1325.730988,253.8362759,352.0789347,,,,,22597.81785,5017.774502,354.0501924,,3383.837548,627.6843086,1488.68149,2364.52631,1104.660503,,,6559.603351,9016.138181,,,1840.662153,,269.4882128,,,3401.646734,2358.677859,,1702.528605,,,16928.91485,,15413.93962,505.6858826,,,,4113.189137,295.7306491,9979.843179,,,,,,3561.259029,,8726.872252,463.8223878,283.5455547,2532.363374,,867.5226182,19407.38509,29488.48571,1126.173023,,,,814.6210627,,329.9493808,,1294.405617,,7140.712182,1536.372765,2603.252664,,,,,,59768.83021,15406.08218,22978.98471,5669.092307,,,,1088.719237,5620.499655,,,,,,,,,,488.3178931,543.0334085,,,,,,,,,,,,,,,,,
1982,,,,1110.512261,1924.614086,,15514.65763,,,4936.892364,6556.347586,,,15040.84822,15867.50615,,16632.42252,9084.604128,255.3386127,7170.539535,,15578.35832,1897.662051,319.7920397,41580.30169,273.378046,987.9825055,,1314.693598,3245.573152,,23908.37276,1380.421049,166.0239938,166.386831,,762.1234023,16435.46551,607.8207683,,323.4040156,148.5237038,,2277.388436,208.1708635,,,1993.949996,425.1892603,250.3526378,1330.854746,,2733.293317,863.4311611,,3113.776327,7021.595483,,,20262.27005,,2615.322868,1842.044397,,1331.018709,931.6261342,1521.744682,,,,,138.0133541,,,1742.666086,15887.87324,16011.14006,,11649.57828,5054.612033,600.7492097,2002.995027,15810.55319,204.1828801,,9164.967532,15224.79077,2295.865509,,,1551.586192,,,161.3211743,712.3309465,,,1060.542573,12986.75898,3989.93294,23506.41371,240.9096787,407.6896902,1477.011852,,10505.70907,,13240.70242,13300.9792,2762.259266,24444.20174,,2007.454797,,425.0937584,710.6261229,,3709.397546,,,,,,3389.066603,,281.5476568,608.244717,,37898.7906,,21044.81661,10028.38084,,303.2762338,147.7910253,2057.941244,,185.3905593,5219.636331,1819.747737,,518.7778954,1712.993608,,5203.014887,,898.1796822,65911.38231,450.0633047,,,1029.264394,189.052982,,2179.848565,,151.5499571,15483.87483,,9338.087513,10811.46864,,1279.41649,250.8967598,342.3438615,,,,,22543.11642,5294.222108,364.4733261,,3486.051055,612.9076274,1391.885756,2294.36208,1113.174592,,,6658.84317,8648.300285,,,1905.777677,,266.4200982,,,3322.581451,2068.197421,,1769.892298,,1126.817617,16780.16322,,12858.75783,530.5448804,,,,4026.872305,303.319169,10236.32233,,,,,,3459.787492,,8788.552138,471.9380453,290.5022569,2477.32599,,852.9351478,19627.70865,28932.81148,1110.562354,,,,841.513292,,307.4939782,,1352.447819,,7293.324482,1489.257848,2633.685309,,,,187.8027457,,52612.68886,15734.18065,22310.23937,5082.623703,,,,1176.888899,5340.346924,,,,,,,,,,459.3381161,535.8794833,,,,,,,,,,,,,,,,,
